userid,degree_1,degree_1_specializations,known_languages,key_skills,career_objective,key_skills_str
1211,B.E.,Computer Science Engineering,['Marathi \nEnglish\nHindi'],"['CPP', ' OOPs', ' MySQL']",To work for an organization which provides me the opportunity to improve my skills and knowledge to growth along with the organization objective.,"CPP,  OOPs,  MySQL"
1212,B.E.,Computer Science Engineering,"['English', ' Marathi', ' Hindi']",['Unknown'],Unknown,Unknown
1213,B.E.,Computer Science Engineering,['Unknown'],['Unknown'],Unknown,Unknown
1214,B.E.,Computer Science Engineering,"['Marathi', ' English', ' Hindi', 'Sanskrit']",['Unknown'],Unknown,Unknown
1215,B.E.,Computer Science Engineering,"['Marathi', ' hindi', ' English']","['Communication', ' Data Analysis', ' cpp']",Unknown,"Communication,  Data Analysis,  cpp"
1216,B.E.,Computer Science Engineering,"['Hindi', 'English', 'Marathi']","['C', ' Java', ' RDBMS', ' Python', ' Data Science', ' Javascript', ' cpp', ' Data Structures', ' HTML', ' SQL', ' PHP', ' Flutter', ' CSS']","To build an enthusiastic career in an IT Industry by exploring professional skill for the organizational development and to expand learning,knowledge and skills.","C,  Java,  RDBMS,  Python,  Data Science,  Javascript,  cpp,  Data Structures,  HTML,  SQL,  PHP,  Flutter,  CSS"
1217,B.E.,Computer Science Engineering,"['English', ' Hindi', ' Marathi']","['XML', ' C', ' Java', ' Python', ' cpp', ' Html5', ' MySQL', ' Android', ' CSS']",To be associated with an organization that provides me an opportunity to grow by acquiring new skills and thus contributing towards the development of the organization and myself.,"XML,  C,  Java,  Python,  cpp,  Html5,  MySQL,  Android,  CSS"
1218,B.E.,Computer Science Engineering,"['English', 'Hindi', 'Marathi']","['C', ' DAO', ' Java', ' Javascript', ' cpp', ' Data Structures', ' Algorithms', ' AngularJS', ' MySQL', ' Oracle', ' Android', ' Data', ' Web Development']",To secure a career opportunity to utilize my skills and training and contribute to success of company.,"C,  DAO,  Java,  Javascript,  cpp,  Data Structures,  Algorithms,  AngularJS,  MySQL,  Oracle,  Android,  Data,  Web Development"
1219,B.E.,Computer Science Engineering,['Hindi marathi bengali german english'],['Unknown'],Unknown,Unknown
1220,B.E.,Computer Science Engineering,['Unknown'],"['C', ' Java', ' Database', ' HTML', ' Web Development', ' MySQL', ' CPP', ' Android', ' CSS']","I am a creative and dedicated individual with an interest in programming and game development.
I can communicate well, and have good understanding capabilities.","C,  Java,  Database,  HTML,  Web Development,  MySQL,  CPP,  Android,  CSS"
1221,B.E.,Computer Science Engineering,"['English', ' Hindi', ' Marathi.']","['NLP', ' Communication', ' Analysis', ' Machine Learning', ' CPP', ' Oracle', ' PL/SQL']","To apply and gain knowledge by  perceiving  a career in a renowned firm and to associate myself with an organization that gives me a chance to update my marketing  and technical skills and thus developing technologies and working for organization and clients welfare.
I believe in "" learn to apply,  apply to learn "".","NLP,  Communication,  Analysis,  Machine Learning,  CPP,  Oracle,  PL/SQL"
1222,B.E.,Computer Science Engineering,"['English', ' Marathi', ' Hindi']","['C', ' Java', ' Arduino', ' IP', ' DBMS', ' cpp', ' Automation', ' Opencv', ' Embedded C', ' Android', ' Embedded Systems']","Have experience in embedded coding since the last 2.5 years, as a coder in the MIT Robocon Team and am currently the lead coder in the team. I have worked with ARM-based as well as Atmel based controllers, using register level coding in embedded C and thus, have extensive knowledge of the Arduino platform and have also had limited experience with the Rasberry PI. Possess knowledge of C, cpp, and Java.","C,  Java,  Arduino,  IP,  DBMS,  cpp,  Automation,  Opencv,  Embedded C,  Android,  Embedded Systems"
1223,B.E.,Computer Science Engineering,['Unknown'],"['Database', ' Java', ' Object-Oriented Programming', ' cpp', ' MySQL']","An energetic, hardworking and focused college student working towards a BE in Computer Science at MIT, Pune. Aiming to use my knowledge and understanding of Programming tools and languages along with basic soft skills to satisfy future job opportunity.","Database,  Java,  Object-Oriented Programming,  cpp,  MySQL"
1224,B.E.,Computer Science Engineering,"['English', ' Hindi', ' Marathi', ' German basics', ' Sanskrit basics']","['Known languages: cpp', ' MySQL', ' Java', ' Web Development', ' HTML/CSS']",Unknown,"Known languages: cpp,  MySQL,  Java,  Web Development,  HTML/CSS"
1225,B.E.,Computer Science Engineering,"['English', ' Hindi', ' Marathi', ' Sanskrit']","['SQL', ' Python', ' Data Science', ' Data Mining', ' cpp', ' HTML', ' Talend', ' Data Structures and Algorithms', ' R', ' Angular', ' CSS']","Goal oriented, Self-motivated computer science engineer with keen interest in coding, Knowledge of Engineering,Data Science and IOT. I like solving problems of all shapes and sizes. 

My Career Objective: 

1.	To perceive a career in a renowned firm with dedicated efforts and to associate myself with an organization that gives me a chance to update my knowledge.
2.	Taking up new challenges, completing and delivering the best results before deadline is my sole motive.","SQL,  Python,  Data Science,  Data Mining,  cpp,  HTML,  Talend,  Data Structures and Algorithms,  R,  Angular,  CSS"
1226,B.E.,Computer Science Engineering,"['English', 'Hindi', 'Marathi']","['C', ' Java', ' RDBMS', ' Python', ' Data Science', ' Javascript', ' cpp', ' Data Structures', ' HTML', ' SQL', ' Android', ' PHP', ' Flutter']","To secure a challenging position in an organization to explore in the Information Technology  field  and to expand  my learning, knowledge and skills.","C,  Java,  RDBMS,  Python,  Data Science,  Javascript,  cpp,  Data Structures,  HTML,  SQL,  Android,  PHP,  Flutter"
1227,B.E.,Computer Science Engineering,"['English', ' Hindi', ' Marathi', ' Japanese']","['Gaming', ' Consulting', ' Game Development', ' Communication', ' Machine Learning', ' Market Research', ' Quality Assurance', ' Marketing', ' Artificial Intelligence', ' Neural Networks']","Ongoing undergraduate in Computer Engineering, seeking to leverage my technical knowledge and ideas into something useful. With an emphasis on game development and character designing, I want to enhance my qualities, skills and strengths, and want to perceive a career in renowned firm with dedicated efforts","Gaming,  Consulting,  Game Development,  Communication,  Machine Learning,  Market Research,  Quality Assurance,  Marketing,  Artificial Intelligence,  Neural Networks"
1228,B.E.,Computer Science Engineering,['Unknown'],['Unknown'],Unknown,Unknown
1229,B.E.,Computer Science Engineering,"['English', ' Hindi', ' Marathi']","['C', ' Data Analysis', ' Neural Networks', ' Communication', ' Coding', ' DBMS', ' R', ' Artificial Intelligence', ' Web Development']","A hard -working individual looking for a responsible position to gain practical experience. My interest is in Data science field and Artificial Intelligence,Interest in coding.Be honest and always in time.My strength is team work and communication.","C,  Data Analysis,  Neural Networks,  Communication,  Coding,  DBMS,  R,  Artificial Intelligence,  Web Development"
1230,B.E.,Computer Science Engineering,"['English', ' Marathi', ' Hindi']","['Web development', ' Software Engineering']",Unknown,"Web development,  Software Engineering"
1231,B.E.,Computer Science Engineering,"['English', ' Hindi']","['NLP', ' Java', ' Neural Networks', ' Keras', ' Python', ' Deep Learning', ' Javafx', ' cpp', ' Machine Learning', ' Computer Vision', ' HTML', ' Sklearn']",To enhance my expertise in the field of software development and establish a career as a software development engineer. I've strong programming and algorithmic skills. I am currently looking for opportunities which would benefit me in my endeavors.,"NLP,  Java,  Neural Networks,  Keras,  Python,  Deep Learning,  Javafx,  cpp,  Machine Learning,  Computer Vision,  HTML,  Sklearn"
1232,B.E.,Computer Science Engineering,['Unknown'],['Unknown'],Unknown,Unknown
1233,B.E.,Computer Science Engineering,"['Marathi ', ' English ', ' Hindi .']","['Wordpress', ' Java', ' Html5', ' CSS', ' SQL']",Unknown,"Wordpress,  Java,  Html5,  CSS,  SQL"
1234,B.E.,Computer Science Engineering,"['Marathi', 'Hindi', ' English']","['C', ' Data Analysis', ' Java', ' MS Office', ' Data Visualization', ' Python', ' cpp', ' Machine Learning', ' Data Structures', ' Statistics', ' Algorithms', ' Html5', ' MySQL']",Team player with communication skills.Pursuing Bachelor's Degree in Computer Science.Offering abilities to learn and apply programming skills in different problems.,"C,  Data Analysis,  Java,  MS Office,  Data Visualization,  Python,  cpp,  Machine Learning,  Data Structures,  Statistics,  Algorithms,  Html5,  MySQL"
1235,B.E.,Computer Science Engineering,"['English', ' Hindi', ' Marathi', ' Telugu']","['Analytical Skills', ' Automation Testing', ' Arduino', ' Programming', ' cpp', ' Automation', ' Opencv', ' Object-Oriented Programming', ' Sensors', ' Image Processing', ' Patience']",Unknown,"Analytical Skills,  Automation Testing,  Arduino,  Programming,  cpp,  Automation,  Opencv,  Object-Oriented Programming,  Sensors,  Image Processing,  Patience"
1236,B.E.,Computer Science Engineering,['Unknown'],['Unknown'],Unknown,Unknown
1237,B.E.,Computer Science Engineering,"['English', ' Hindi', ' Marathi', ' Marwari']",['Unknown'],Unknown,Unknown
1238,B.E.,Computer Science Engineering,"['English', ' Hindi', ' Marathi']","['C', ' Data Analysis', ' Data Visualization', ' Database', ' Python', ' DBMS', ' Data Structures', ' R', ' CPP']",Unknown,"C,  Data Analysis,  Data Visualization,  Database,  Python,  DBMS,  Data Structures,  R,  CPP"
1239,B.E.,Computer Science Engineering,['Unknown'],"['LaTeX', ' Data Analysis', ' Java', ' Neural Networks', ' Shell Scripting', ' MySQL', ' Android', ' Adobe Illustrator', ' Data Visualization', ' JScript', ' HTML', ' C', ' GIT', ' cpp', ' Algorithms', ' Adobe Photoshop', ' CSS', ' MongoDB', ' Machine Learning', ' Python', ' SSH', ' Linux']",To work and learn in a professional ambience that enables me to cope with the emerging technologies and scope widening the spectrum of my knowledge.,"LaTeX,  Data Analysis,  Java,  Neural Networks,  Shell Scripting,  MySQL,  Android,  Adobe Illustrator,  Data Visualization,  JScript,  HTML,  C,  GIT,  cpp,  Algorithms,  Adobe Photoshop,  CSS,  MongoDB,  Machine Learning,  Python,  SSH,  Linux"
1240,B.E.,Computer Science Engineering,"['English ', ' Hindi ', ' Marathi']","['Android', ' Java', ' Advanced Java']",Unknown,"Android,  Java,  Advanced Java"
1241,B.E.,Computer Science Engineering,"['English', ' Hindi']","['ReactJS', ' NodeJS', ' MongoDB', ' Javascript', ' Programming', ' cpp', ' Backend Development', ' Data Structures', ' API', ' Algorithms', ' Object-Oriented Programming']","To establish myself at a key role in a big MNC and use my analytical skills for the benefit of the company, pushing myself to work better and smart as challenges comes.","ReactJS,  NodeJS,  MongoDB,  Javascript,  Programming,  cpp,  Backend Development,  Data Structures,  API,  Algorithms,  Object-Oriented Programming"
1242,B.E.,Computer Science Engineering,"['English', ' Marathi', ' Hindi']","['Java', ' Python', ' Javascript', ' cpp', ' Machine Learning', ' HTML', ' Analysis', ' SQL', ' Business Development', ' Android', ' UI Development', ' CSS']",Unknown,"Java,  Python,  Javascript,  cpp,  Machine Learning,  HTML,  Analysis,  SQL,  Business Development,  Android,  UI Development,  CSS"
1243,B.E.,Computer Science Engineering,"['English', ' Hindi', ' Marathi']","['Java', ' Arduino', ' Javascript', ' cpp', ' Machine Learning', ' HTML', ' Ethical Hacking', ' AlexaAppDev', ' Android', ' CSS']","Currently pursuing Bachelor Of Engineering in the field of Computer Engineering (Expected 2020)
Driven by electronics and mathematics, moulding myself with the latest technologies to support my innovative ideas and thoughts and shape them to reality. Personal interest in financial analysis and entrepreneurial sector. Sportsman and athlete by nature, love for all kinds of sports and activities.","Java,  Arduino,  Javascript,  cpp,  Machine Learning,  HTML,  Ethical Hacking,  AlexaAppDev,  Android,  CSS"
1244,B.E.,Computer Science Engineering,"['English', ' Hindi', ' Marathi']",['Communication'],"Brought up in the age of technology, the emerging tech in this era is phenomenal and as an aspiring student of Computer Science, it makes me immensely interested in exploring new researches and learn skills that would make the world a better place. Dynamic in approach, and good speaking skills commands my upfront.",Communication
1245,B.E.,Computer Science Engineering,['Unknown'],['Unknown'],Unknown,Unknown
1246,B.E.,Computer Science Engineering,['Unknown'],['Unknown'],Unknown,Unknown
1247,B.E.,Computer Science Engineering,['Unknown'],['Unknown'],Unknown,Unknown
1248,B.E.,Computer Science Engineering,"['English ', ' Marathi ', ' Hindi']","['Software development', ' Bootstrap', ' Database', ' Python', ' Javascript', ' cpp', ' Oracle', ' UI Development']",To work in a competitive and energetic environment that requires high-level self-confidence and commitment allowing me to gain knowledge and applying it to produce the best out of me,"Software development,  Bootstrap,  Database,  Python,  Javascript,  cpp,  Oracle,  UI Development"
1249,B.E.,Computer Science Engineering,['Unknown'],"['XML', ' Python', ' Javascript', ' cpp', ' HTML', ' MySQL', ' PHP', ' CSS']",A motivated student pursuing a Bachelor of Engineering degree in Computer Engineering and ready to advance professional knowledge while positively contributing to the field of data analytics. Improve my Knowledge in the field of Data Analytics and Data Science.,"XML,  Python,  Javascript,  cpp,  HTML,  MySQL,  PHP,  CSS"
1250,B.E.,Computer Science Engineering,['English Hindi Marathi'],"['C', ' Weka', ' HTML', ' Power BI', ' R', ' MySQL', ' Cpp']","To work in a healthy, innovative and challenging environment extracting the best out of me, which is conducive to learn and grow at professional as well as personal level thereby directing my future endeavors as an asset to the organization.","C,  Weka,  HTML,  Power BI,  R,  MySQL,  Cpp"
1251,B.E.,Computer Science Engineering,['Unknown'],"['Python', ' Data Analysis', ' Java', ' cpp']",Aspire to develop applications towards making our lives easier with the help of AI,"Python,  Data Analysis,  Java,  cpp"
1252,B.E.,Computer Science Engineering,"['English', ' Hindi and Marathi']","['Java', ' Neural Networks', ' Artificial Intelligence', ' Machine Learning']","Computer Science Student passionate about machine learning and artificial intelligence . Highly - capable leader , having led multiple projects to completion . Proficient in a range of modern technologies","Java,  Neural Networks,  Artificial Intelligence,  Machine Learning"
1253,B.E.,Computer Science Engineering,"['English', ' Hindi', ' Marathi', ' Marwadi']","['Java', ' MongoDB', ' MySQL', ' Firebase', ' JSP', ' Swing', ' Android', ' PHP', ' Web Development']",To be able to apply the knowledge acquired for the organization working for improving the society.,"Java,  MongoDB,  MySQL,  Firebase,  JSP,  Swing,  Android,  PHP,  Web Development"
1254,B.E.,Computer Science Engineering,['Unknown'],['Unknown'],Unknown,Unknown
1255,B.E.,Computer Science Engineering,"['English', ' Hindi', ' Marathi']","['IOT', ' Artificial Intelligence', ' Machine Learning']","Hoping to secure a position at a company that is green-minded, that values diversity, socially-conscious and open to out-of-the-box thinking.","IOT,  Artificial Intelligence,  Machine Learning"
1256,B.E.,Computer Science Engineering,['Unknown'],['Unknown'],Unknown,Unknown
1257,B.E.,Computer Science Engineering,"['English', ' Marathi', ' Hindi', ' Konkani']","['CPP', ' C', ' DBMS', ' OOPs', ' Machine Learning']",To perceive a career in a renowned firm and to associate myself with an organization that gives me a chance to update my knowledge or skills and thus help me to apply it and work for welfare of the organization and society.,"CPP,  C,  DBMS,  OOPs,  Machine Learning"
1258,B.E.,Computer Science Engineering,"['Marathi', ' Hindi', ' English']","['C', ' Java', ' HTML', ' MySQL', ' CPP', ' Android', ' CSS']",Unknown,"C,  Java,  HTML,  MySQL,  CPP,  Android,  CSS"
1259,B.E.,Computer Science Engineering,"['English', ' Hindi']",['Unknown'],Unknown,Unknown
1260,B.E.,Computer Science Engineering,"['English', ' Marathi', ' Hindi']","['C', ' Java', ' Neural Networks', ' Python', ' Javascript', ' cpp', ' Machine Learning', ' Html5', ' GNU Octave', ' SQL', ' Mathematics', ' Android', ' Angular', ' CSS']","- To secure a challenging position that utilizes my years of training, while allowing me the opportunity to grow professionally. I 
offer strong interpersonal skills, with excellent oral and written communication and presentation skills. 
- To gain practical experience and mentor-ship, while meeting business needs in a high-level professional environment.","C,  Java,  Neural Networks,  Python,  Javascript,  cpp,  Machine Learning,  Html5,  GNU Octave,  SQL,  Mathematics,  Android,  Angular,  CSS"
1261,B.E.,Computer Science Engineering,['English and Hindi'],['Unknown'],Unknown,Unknown
1262,B.E.,Computer Science Engineering,['Gujarati \nHindi\nEnglish'],['Unknown'],Unknown,Unknown
1263,B.E.,Computer Science Engineering,['Unknown'],['Unknown'],Unknown,Unknown
1264,B.E.,Computer Science Engineering,['Unknown'],['Unknown'],Unknown,Unknown
1265,B.E.,Computer Science Engineering,"['English ', ' Hindi ', ' Marathi']","['Windows', ' windows 97', ' java', ' windows 8', ' SQL']","To achieve a challenging, motivating and satisfying position at a progressive company which offer
Opportunity for carrier advancement to implement and maximize my skills and abilities in professional and
creative environment.","Windows,  windows 97,  java,  windows 8,  SQL"
1266,B.E.,Computer Science Engineering,['English\nJapanese(Beginner)\nHindi \nMarathi'],"['Leadership', ' Project management', ' Machine Learning']",I am an engineering student keenly looking forward to acheiving my goals and imbibing the skills for brushing up knowledge to serve my best to the corporate world.,"Leadership,  Project management,  Machine Learning"
1267,B.E.,Computer Science Engineering,['Unknown'],['Unknown'],Unknown,Unknown
1268,B.E.,Computer Science Engineering,"['English', ' Hindi']",['Unknown'],Unknown,Unknown
1269,B.E.,Computer Science Engineering,['Unknown'],"['Data Analysis', ' AutoCAD', ' Python', ' cpp', ' R', ' MATLAB']",Unknown,"Data Analysis,  AutoCAD,  Python,  cpp,  R,  MATLAB"
1270,B.E.,Computer Science Engineering,['Unknown'],['Unknown'],Unknown,Unknown
1271,B.E.,Computer Science Engineering,['Unknown'],['Unknown'],Unknown,Unknown
1272,B.E.,Computer Science Engineering,"['English', '  Hindi', '  Marathi']","['Android', ' Object-Oriented Programming']",To pursue a challenging career and be a part of progressive organization that gives a scope to enhance my knowledge and utilizing my skills towards the growth of the organization.,"Android,  Object-Oriented Programming"
1273,B.E.,Computer Science Engineering,"['Marathi', ' Hindi', ' English']","['cpp', ' C', ' Machine Learning']","To work in professional field and take experience of innovative and competitive ideas related to software development which gives me best knowledge about the field, which is the conductive to learn and grow professional as well as individual level of knowledge, helpful to build my future.","cpp,  C,  Machine Learning"
1274,B.E.,Computer Science Engineering,['Unknown'],['Unknown'],Unknown,Unknown
1275,B.E.,Computer Science Engineering,"['English', ' German', ' Hindi', ' Marathi']",['Unknown'],Unknown,Unknown
1276,B.E.,Computer Science Engineering,"['English', ' Hindi', ' Marathi']",['Unknown'],Unknown,Unknown
1277,B.E.,Computer Science Engineering,"['Marathi . HIndi ', ' English']",['Unknown'],Unknown,Unknown
1278,B.E.,Computer Science Engineering,"['English', ' Hindi', ' Marathi']",['Unknown'],Unknown,Unknown
1279,B.E.,Computer Science Engineering,"['English', 'Hindi', 'Marathi']","['Java', ' Python', ' Javascript', ' cpp', ' HTML', ' MySQL', ' Android', ' CSS']",Unknown,"Java,  Python,  Javascript,  cpp,  HTML,  MySQL,  Android,  CSS"
1280,B.E.,Computer Science Engineering,"['Hindi', ' English']",['Unknown'],"To obtain a creative and challenging position in an organization that gives me an opportunity for self-improvement and leadership, while contributing to the symbolic growth of the organization with my technical, innovative and logical skills and enhance my experience through continuous learning and teamwork.",Unknown
1281,B.E.,Computer Science Engineering,['Unknown'],['Unknown'],Unknown,Unknown
1282,B.E.,Computer Science Engineering,"['Marathi', ' Hindi', ' English']","['XML', ' C', ' Java', ' Advanced Java', ' JScript', ' Mysq', ' HTML', ' CPP', ' Android', ' PHP', ' CSS']",I have some knowledge about programming to increase it required a platform.,"XML,  C,  Java,  Advanced Java,  JScript,  Mysq,  HTML,  CPP,  Android,  PHP,  CSS"
1283,B.E.,Computer Science Engineering,"['Hindi', 'English', 'Marathi']","['cpp', ' Html,css,java']",Unknown,"cpp,  Html,css,java"
1284,B.E.,Computer Science Engineering,"['English', ' Hindi', ' Marathi']","['Python', ' Bootstrap', ' HTML', ' Core Java', ' SQL', ' CPP', ' PHP', ' CSS']",Unknown,"Python,  Bootstrap,  HTML,  Core Java,  SQL,  CPP,  PHP,  CSS"
1285,B.E.,Computer Science Engineering,['Unknown'],"['JDBC', ' Java', ' NetBeans', ' Excel', ' HTML', ' MySQL']","To use my skills in the best posotion way to achieve the company goal.
Looking for a challenging role in a reputable organization to utilize my technical, database, and management skills for the growth of the organization as well as to enhance my knowledge about new and emerging trends in the IT sector.","JDBC,  Java,  NetBeans,  Excel,  HTML,  MySQL"
1286,B.E.,Computer Science Engineering,"['English ', 'Hindi ', 'Marathi']","['XML', ' C', ' Java', ' Advanced Java', ' JScript', ' cpp', ' HTML', ' Html5', ' CPP', ' Android', ' CSS']","A good knowledge about the core programming languages like c,cpp ,java and also have good knowledge about Androin programming .
Basic knowledge of other programming, scripting and designing languages.","XML,  C,  Java,  Advanced Java,  JScript,  cpp,  HTML,  Html5,  CPP,  Android,  CSS"
1287,B.E.,Computer Science Engineering,['Unknown'],['Unknown'],Unknown,Unknown
1288,B.E.,Computer Science Engineering,"['English ', ' Gujarati ', ' Marathi ', ' Hindi ', ' German']","['C', ' Java', ' Python', ' Javascript', ' HTML', ' MySQL', ' CPP', ' Android', ' CSS']",Unknown,"C,  Java,  Python,  Javascript,  HTML,  MySQL,  CPP,  Android,  CSS"
1289,B.E.,Computer Science Engineering,['English Hindi Marathi'],['Unknown'],Unknown,Unknown
1290,B.E.,Computer Science Engineering,"['English ', ' Hindi ', ' Marathi']","['CPP', ' R', ' Data Analysis']",Unknown,"CPP,  R,  Data Analysis"
1291,B.E.,Computer Science Engineering,"['Hindi', ' English and Marathi']","['Python', ' Cybersecurity', ' Java', ' cpp', ' Data Structures']",Unknown,"Python,  Cybersecurity,  Java,  cpp,  Data Structures"
1292,B.E.,Computer Science Engineering,"['English', 'Hindi.']","['Data Analysis', ' Database', ' Python', ' Deep Learning', ' Data Structures', ' Android']",Seeking a challenging position in a engineering environment where I could add my knowledge and skills for the better productivity of the organization.,"Data Analysis,  Database,  Python,  Deep Learning,  Data Structures,  Android"
1293,B.E.,Computer Science Engineering,['English and hindi'],"['C', ' DBMS', ' cpp']",Unknown,"C,  DBMS,  cpp"
1294,B.E.,Computer Science Engineering,"['Hindi', ' English']","['Python', ' Java', ' C language', ' cpp', ' SQL']","To be a part of a progressive farm offering 
opportunity for career advancement and 
professional growth which help me gain sufficient 
knowledge.","Python,  Java,  C language,  cpp,  SQL"
1295,B.E.,Computer Science Engineering,"['English', 'Marathi', 'Hindi']","['C', ' Java', ' MongoDB', ' cpp', ' MySQL', ' Word', ' PHP', ' Powerpoint']","Currently, I am about to finish my final year.In the course of these few years we have been taught a lot of things. But the practical application of my knowledge will help me.Since I am a fresher, I am still learning. But I can vouch for the fact that I am a fast learner.I also have good people and leaderships skills .I am a hard worker and gritty.","C,  Java,  MongoDB,  cpp,  MySQL,  Word,  PHP,  Powerpoint"
1296,B.E.,Computer Science Engineering,['Unknown'],"['Android', ' Java', ' cpp', ' MySQL']","Individual with good object-oriented development skills,analytical skills, SQL skills, and core java experience seeks software engineer position with reputed company.","Android,  Java,  cpp,  MySQL"
1297,B.E.,Computer Science Engineering,"['English', '  Hindi', ' Marathi']","['C', ' Java', ' Basic Python', ' HTML', ' MySQL', ' CPP', ' CSS']",Unknown,"C,  Java,  Basic Python,  HTML,  MySQL,  CPP,  CSS"
1298,B.E.,Computer Science Engineering,['Unknown'],['Unknown'],Unknown,Unknown
1299,B.E.,Computer Science Engineering,"['English ', 'Marathi ', 'Hindi']","['C', ' cpp', ' Data Structures', ' Core Java', ' MySQL', ' Image Processing']",Unknown,"C,  cpp,  Data Structures,  Core Java,  MySQL,  Image Processing"
1300,B.E.,Computer Science Engineering,['Unknown'],['Unknown'],Unknown,Unknown
1301,B.E.,Computer Science Engineering,"['HINDI ', ' ENGLISH ', ' MARATHI']","['Networking', ' Database', ' Data Mining', ' CPP', ' HTML', ' SQL', ' SEO']",Unknown,"Networking,  Database,  Data Mining,  CPP,  HTML,  SQL,  SEO"
1302,B.E.,Computer Science Engineering,"['English', ' Hindi', ' Marathi']","['Data Analysis', ' R programming', ' cpp', ' Engineering informatics', ' Core Java', ' Data Mining']",My goal is to become associated with a company where I can utilize my skills and gain further experience while enhancing the companys productivity and reputation.,"Data Analysis,  R programming,  cpp,  Engineering informatics,  Core Java,  Data Mining"
1303,B.E.,Computer Science Engineering,"['English', ' Hindi', ' Marathi']",['Unknown'],Unknown,Unknown
1304,B.E.,Computer Science Engineering,['Unknown'],"['C', ' Database', ' Python', ' Javascript', ' cpp', ' Machine Learning', ' HTML', ' Wordpress', ' Core Java', ' MySQL', ' Android', ' CSS']",Unknown,"C,  Database,  Python,  Javascript,  cpp,  Machine Learning,  HTML,  Wordpress,  Core Java,  MySQL,  Android,  CSS"
1305,B.E.,Computer Science Engineering,['English Marathi Hindi'],['Unknown'],Unknown,Unknown
1306,B.E.,Computer Science Engineering,['English\nMarathi\nHindi'],"['Data Structures', ' PHP', ' Web Development', ' MySQL']","To have a growth oriented and challenging career, where I can contribute my knowledge and skills to the organization and enhance my experience through continuous learning and teamwork.","Data Structures,  PHP,  Web Development,  MySQL"
1307,B.E.,Computer Science Engineering,['Marathi Hindi English'],"['Java', ' Python', ' Javascript', ' Leadership', ' MySQL', ' CPP', ' Android', ' Presentation']","I see myself as a person who work with maximum potential in challenging and dynamic environment, in order to enhance my professional skills and career growth to obtain effective position in corporate world.","Java,  Python,  Javascript,  Leadership,  MySQL,  CPP,  Android,  Presentation"
1308,B.E.,Computer Science Engineering,['Unknown'],['Unknown'],Unknown,Unknown
1309,B.E.,Computer Science Engineering,['Unknown'],['Unknown'],Unknown,Unknown
1310,B.E.,Computer Science Engineering,['Unknown'],['Unknown'],Unknown,Unknown
1311,B.E.,Computer Science Engineering,['Unknown'],['Unknown'],Unknown,Unknown
1312,B.E.,Computer Science Engineering,['Unknown'],"['DBMS', ' Java', ' C', ' cpp', ' Advanced Java']",Unknown,"DBMS,  Java,  C,  cpp,  Advanced Java"
1313,B.E.,Computer Science Engineering,['Marathi\nHindi\nEnglish'],"['C', ' Python', ' cpp', ' HTML', ' MySQL', ' PHP', ' CSS']","To work in an organization,where my educational and creative skills can be applied for it's benefits and my knowledge can be enriched with advanced technologies,which will help me to explore myself fully and realize my potential.","C,  Python,  cpp,  HTML,  MySQL,  PHP,  CSS"
1314,B.E.,Computer Science Engineering,"['English ', ' Hindi ', ' Marathi']","['Operating system', ' Database', ' Python', ' Machine Learning', ' Opencv', ' SQL', ' CPP', ' Networking']","Looking for a challenging role in an organization to utilize my technical skills. As coding is my passion and, I forget about time when I code.","Operating system,  Database,  Python,  Machine Learning,  Opencv,  SQL,  CPP,  Networking"
1315,B.E.,Computer Science Engineering,"['English', 'Hindi', 'Marathi', 'Gujarati']",['Unknown'],Unknown,Unknown
1316,B.E.,Computer Science Engineering,"['English', 'Hindi', 'Marathi']",['Unknown'],Unknown,Unknown
1317,B.E.,Computer Science Engineering,"['English', ' Hindi', ' Marathi']",['Unknown'],Unknown,Unknown
1318,B.E.,Computer Science Engineering,['English\nHindi\nMarathi'],"['Javascript', ' cpp', ' HTML', ' Teamwork', ' Core Java', ' PHP', ' CSS']",I am a self motivated person having great leadership skills. I am a hardworking person.I will use my technical knowledge to the best. My objective is to secure a responsible career opportunity to fully utilize my training and skill while making a significant contribution to success of company.To use my skills to focus on customer satisfaction.To secure a challenging position in reputable company.,"Javascript,  cpp,  HTML,  Teamwork,  Core Java,  PHP,  CSS"
1319,B.E.,Computer Science Engineering,"['English', ' Hindi', ' Marathi.']",['Unknown'],Unknown,Unknown
1320,B.E.,Computer Science Engineering,"['English', ' Hindi', ' Marathi']","['C', ' Javascript', ' Java', ' GIT', ' Python', ' Cloud Computing', ' Linux', ' cpp', ' Machine Learning', ' HTML', ' MySQL', ' Openstack', ' CSS']","I am a highly motivated, focused Computer Science undergraduate student actively looking for opportunities that will enable me to realize my potential and also enhance my skills in newer avenues of technology. I have consistently excelled in academics and have been at the top of my class in the Department of Computer Engineering at MIT Pune. Hard work and dedication is second  nature to me, for I believe that no task is unachievable if you are truly committed towards it.  I would also like to call myself a team player who does not shy away from taking additional responsibilities when the need arises.","C,  Javascript,  Java,  GIT,  Python,  Cloud Computing,  Linux,  cpp,  Machine Learning,  HTML,  MySQL,  Openstack,  CSS"
